batter,n_borderline_spot79,actual_pct,expected_pct,residual_pp_med,residual_pp_lo,residual_pp_hi,p_dir_pos,p_two_sided,q_bh,bh_significant_q10,ci_excludes_zero,abs_residual_pp,flagged,chase_rate,n_total_pa,qualified_200pa,batter_name
683083,65,53.84615384615385,58.601284689423935,-4.615384615384621,-12.307692307692308,4.61538461538461,0.117,0.234,0.6885,False,False,4.615384615384621,False,0.21608040201005024,96.0,False,Nasim Nuñez
677587,84,47.61904761904761,52.343896466947804,-4.761904761904767,-11.904761904761907,2.380952380952378,0.09,0.18,0.6885,False,False,4.761904761904767,False,0.3104895104895105,401.0,True,Brayan Rocchio
682668,40,52.5,57.70834205962314,-4.999999999999993,-15.000000000000002,5.000000000000004,0.12,0.24,0.6885,False,False,4.999999999999993,False,0.30708661417322836,206.0,True,Luisangel Acuña
669236,38,47.368421052631575,51.80848158826482,-5.263157894736842,-13.157894736842108,5.263157894736842,0.118,0.236,0.6885,False,False,5.263157894736842,False,0.3434065934065934,185.0,False,Jeremiah Jackson
686555,74,56.75675675675676,61.87276874831754,-5.405405405405405,-12.16216216216216,2.7027027027026973,0.064,0.128,0.6885,False,False,5.405405405405405,False,0.18311533888228299,447.0,True,Isaac Collins
686668,36,41.66666666666667,46.02057324034113,-5.555555555555553,-13.88888888888889,5.555555555555558,0.127,0.254,0.6885,False,False,5.555555555555553,False,0.3036238981390793,550.0,True,Brenton Doyle
592663,47,48.93617021276596,54.82037689412898,-6.382978723404259,-14.8936170212766,4.255319148936171,0.074,0.148,0.6885,False,False,6.382978723404259,False,0.31993006993006995,560.0,True,J.T. Realmuto
643446,31,32.25806451612903,39.607470650645354,-6.451612903225806,-19.35483870967742,3.2258064516129004,0.041,0.082,0.6709090909090909,False,False,6.451612903225806,False,0.26807980049875313,458.0,True,Jeff McNeil
669701,53,50.943396226415096,57.66650934874477,-7.547169811320753,-15.094339622641506,1.8867924528301883,0.037,0.074,0.6709090909090909,False,False,7.547169811320753,False,0.25585585585585585,575.0,True,Josh Smith
671976,35,42.857142857142854,49.85071669260076,-8.57142857142857,-17.142857142857142,2.8571428571428523,0.066,0.132,0.6885,False,False,8.57142857142857,False,0.38095238095238093,15.0,False,Tristan Peters
681297,33,45.45454545454545,53.794595364394524,-9.090909090909088,-18.181818181818183,3.0303030303030276,0.033,0.066,0.6709090909090909,False,False,9.090909090909088,False,0.2391304347826087,361.0,True,Colton Cowser
670242,33,33.33333333333333,42.5762561615864,-9.090909090909093,-18.181818181818183,0.07575757575750679,0.025,0.05,0.6428571428571429,False,False,9.090909090909093,False,0.28697850821744625,405.0,True,Matt Wallner
543510,31,51.61290322580645,59.617622470910845,-9.677419354838712,-19.354838709677423,3.2258064516129004,0.051,0.102,0.681428571428572,False,False,9.677419354838712,False,0.3269230769230769,137.0,False,James McCann
677649,49,46.93877551020408,56.40539286351901,-10.204081632653056,-18.3673469387755,0.0,0.007,0.014,0.315,False,False,10.204081632653056,False,0.37320574162679426,230.0,True,Ezequiel Duran
691718,57,40.35087719298245,57.04623676210004,-15.789473684210526,-26.31578947368421,-7.017543859649122,0.0,0.0,0.0,True,True,15.789473684210526,True,0.41679873217115687,654.0,True,Pete Crow-Armstrong
680779,31,35.483870967741936,53.11423625314555,-16.129032258064512,-29.032258064516125,-6.451612903225806,0.001,0.002,0.06,True,True,16.129032258064512,True,0.3458646616541353,283.0,True,Henry Davis
701358,40,32.5,51.244273562374644,-17.5,-30.0,-7.500000000000001,0.001,0.002,0.06,True,True,17.5,True,0.2961460446247465,499.0,True,Cam Smith
